N.Y.	ニューヨーク	<http://ja.wikipedia.org/wiki/ニューヨーク>	
マリちゃんたすけて!	(有) 椎名百貨店	<http://ja.wikipedia.org/wiki/(有)_椎名百貨店>	
笑っていいとも!	森田一義アワー 笑っていいとも!	<http://ja.wikipedia.org/wiki/森田一義アワー_笑っていいとも!>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/TelevisionShow>,<http://schema.org/CreativeWork> 
おジャ魔女どれみドッカ～ン!	おジャ魔女どれみ	<http://ja.wikipedia.org/wiki/おジャ魔女どれみ>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/Anime>,<http://dbpedia.org/ontology/Cartoon>,<http://schema.org/CreativeWork> 
U.S.A.	アメリカ合衆国	<http://ja.wikipedia.org/wiki/アメリカ合衆国>	
KNOCK!	川原由美子	<http://ja.wikipedia.org/wiki/川原由美子>	
ズームイン!!サタデー!	ズームイン!!サタデー	<http://ja.wikipedia.org/wiki/ズームイン!!サタデー>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/TelevisionShow>,<http://schema.org/CreativeWork> 
どんポイ!	どんポイ! (Don't Poi!)	<http://ja.wikipedia.org/wiki/どんポイ!_(Don't_Poi!)>	
パタリロ!!	パタリロ!	<http://ja.wikipedia.org/wiki/パタリロ!>	<http://dbpedia.org/ontology/Film>,<http://dbpedia.org/ontology/Work>,<http://schema.org/CreativeWork>,<http://schema.org/Movie> 
SkyPerfecTV!	スカパー!プレミアムサービス	<http://ja.wikipedia.org/wiki/スカパー!プレミアムサービス>	
ボーダフォンライブ!	Yahoo!ケータイ	<http://ja.wikipedia.org/wiki/Yahoo!ケータイ>	
モンスターD.J.	DJシリーズ	<http://ja.wikipedia.org/wiki/DJシリーズ>	
憧れのアメリカンD.J.	DJシリーズ	<http://ja.wikipedia.org/wiki/DJシリーズ>	
ドラゴンズに乾杯!	中日ドラゴンズ	<http://ja.wikipedia.org/wiki/中日ドラゴンズ>	<http://dbpedia.org/ontology/Agent>,<http://dbpedia.org/ontology/Company>,<http://dbpedia.org/ontology/Organisation>,<http://schema.org/Organization> 
朝駆け第一報!	FNN朝駆け第一報!	<http://ja.wikipedia.org/wiki/FNN朝駆け第一報!>	<http://dbpedia.org/ontology/Work>,<http://dbpedia.org/ontology/TelevisionShow>,<http://schema.org/CreativeWork> 
